# The 144 specified mutation obligations of P01–P22, enumerated.
#
# ===========================================================================
# WHY THIS FILE EXISTS BESIDE register.tsv
# ===========================================================================
# build/proof/register.tsv enumerates the twenty-two PROOF TESTS and counts
# their mutants. It does not name them. So "P17 has 0 of 19" is auditable as
# arithmetic and not as evidence: nothing in the repository said which nineteen,
# what each one changes, or what is supposed to catch it.
#
# This file is that enumeration, one row per specified mutation, and it is the
# single source of truth for the mutation set. docs/testing-strategy.md §4
# carries the tables for P01–P15; §4.3 states that P16–P22 "are specified in
# full by their owning ADRs and are cited here, not restated", so their sixty-
# five mutants live in ADR-0016, -0017, -0019, -0020, -0021, -0022 and -0023.
# A catalogue built from testing-strategy.md alone is sixty-four rows short and
# looks complete, which is exactly the failure this file exists to prevent.
#
# MUTATION and EXPECTED_ORACLE are transcribed VERBATIM from those tables' two
# columns (rule PT-4: a consumed conformance surface is not re-derived). Only
# markdown markup is stripped.
#
# ===========================================================================
# 144 SPECIFIED, 143 DISTINCT PATCHES
# ===========================================================================
# §4.3: "M-P20-3 (remove-then-add instead of atomic swap) is THE SAME MUTANT as
# M-P09-3, declared as shared so it is not counted twice as independent
# evidence." Both ids are rows here, because dropping one breaks the count §4
# calls load-bearing; M-P20-3 carries STATUS `SHARED-WITH:M-P09-3` so that one
# patch can never be counted as two pieces of evidence.
#
# The per-proof counts reconcile with register.tsv's MUT_SPEC column exactly:
#   P01 4  P02 5  P03 5  P04 5  P05 5  P06 9  P07 5  P08 4  P09 3  P10 7
#   P11 5  P12 5  P13 5  P14 4  P15 8  P16 6  P17 19 P18 10 P19 6  P20 7
#   P21 6  P22 11                                                = 144
# build/proof/mutation-gate.sh asserts that reconciliation on every run.
#
# ===========================================================================
# THE STATUS VOCABULARY — AND WHY THERE IS NO WORD THAT COULD BE MISREAD
# ===========================================================================
# A specification entry with no executable implementation is UNDISCHARGED. It is
# not a pass, it is not a skip, and it must never be counted alongside a killed
# mutant. STATUS here is the IMPLEMENTATION state; the EXECUTION verdict
# (killed / survived / timeout / unviable / not-executed) is decided by
# build/proof/run-mutants.sh at run time and reported by mutation-gate.sh, which
# also fails if the two disagree.
#
#   IMPLEMENTED           a patch for this id exists in build/mutants/. OWNER
#                         names the workspace and the cargo command that must
#                         fail against it. Whether it is actually KILLED is the
#                         run's verdict, never this file's claim.
#   SHARED-WITH:<id>      §4.3 declares this obligation to be the same mutant as
#                         <id>. One patch, one piece of evidence, two rows.
#   MISSING-UNIMPLEMENTED no patch exists, and the OWNING PROOF TEST has at
#                         least one evidence command that runs on a plain Linux
#                         runner. That is a triage hint about the proof, NOT a
#                         claim that this particular mutant is catchable by it:
#                         the NEEDS column is the authority on what is absent,
#                         and for most of these rows it names infrastructure the
#                         runner does not have. UNDISCHARGED either way.
#   MISSING-NO-ORACLE     no patch exists and the owning proof test has no
#                         runnable evidence command at all, or this row's NEEDS
#                         names the specific missing assertion that was checked
#                         against the code and found unable to see the defect.
#                         UNDISCHARGED.
#
# Both MISSING states count identically in every total mutation-gate.sh prints.
# The split exists so the next person knows where to start, not so one of them
# can be read as nearly-done.
#
# NEEDS is per-row where this catalogue's author verified the reason against the
# code and the candidate oracle; otherwise it is the owning register row's NEEDS
# column, which is that proof test's own statement of what is absent.
#
# Columns, tab-separated:
#   ID  PROOF  COMPONENT  REQUIREMENT  MUTATION  EXPECTED_ORACLE  OWNER  STATUS  NEEDS
#
M-P09-2	P09	core/twinvpn-platform + platform shells — enforcement durability	ADR-0012 §11.9 + §11.6 — enforcement outlives the agent process, the installer and the boot window	Boot rule set installed by the agent rather than the OS artifact	Procedure D leaks in the pre-agent window; deny counters are zero before the agent's first event	-	MISSING-UNIMPLEMENTED	a real agent to SIGKILL and hold down 60s; a real installer with an interrupted-mid-write variant; reboot with the generator ordered before the agent; 1ms rule-set sampling; Windows, macOS, OpenWrt and Android hosts; an iOS device farm with a lab AP for the companion-host capture. Only procedure C's atomic-swap oracle is genuinely asserted; A, B and D reduce to declared-custody facts.
M-P09-3	P09	core/twinvpn-platform + platform shells — enforcement durability	ADR-0012 §11.9 + §11.6 — enforcement outlives the agent process, the installer and the boot window	Update path removes-then-adds instead of swapping atomically (KS-23)	Procedure C shows a sampled gap; the interrupted variant leaves no rule set at all	-	MISSING-UNIMPLEMENTED	a real agent to SIGKILL and hold down 60s; a real installer with an interrupted-mid-write variant; reboot with the generator ordered before the agent; 1ms rule-set sampling; Windows, macOS, OpenWrt and Android hosts; an iOS device farm with a lab AP for the companion-host capture. Only procedure C's atomic-swap oracle is genuinely asserted; A, B and D reduce to declared-custody facts.
M-P10-1	P10	core/twinvpn-trust — revocation enforced at the peer	ADR-0007 §7.7 — a revoked device is excluded at the peer, not only at the control plane	Revocation enforced only at the control plane	Variants (b) and (c) admit R	-	MISSING-UNIMPLEMENTED	three paired devices with an established connection before revocation; a partitionable control plane; a peer-to-peer propagation path with A cut off but reachable by B; a virtual clock past 30 days; handshake wire capture. M-P10-4, -5, -6 and -7 have no catching test.
M-P10-2	P10	core/twinvpn-trust — revocation enforced at the peer	ADR-0007 §7.7 — a revoked device is excluded at the peer, not only at the control plane	EpochSeed derived from a TwinNet-wide secret rather than pairwise + sealed	R derives the epoch-e PSK; the structural assertion fails (ADR-0007 §7.7's correction to ADR-0001 §7.5)	-	MISSING-UNIMPLEMENTED	three paired devices with an established connection before revocation; a partitionable control plane; a peer-to-peer propagation path with A cut off but reachable by B; a virtual clock past 30 days; handshake wire capture. M-P10-4, -5, -6 and -7 have no catching test.
M-P10-3	P10	core/twinvpn-trust — revocation enforced at the peer	ADR-0007 §7.7 — a revoked device is excluded at the peer, not only at the control plane	trust_epoch accepted non-monotonically	Variant (d) succeeds; no AUTH.TRUST_EPOCH_ROLLBACK	-	MISSING-UNIMPLEMENTED	three paired devices with an established connection before revocation; a partitionable control plane; a peer-to-peer propagation path with A cut off but reachable by B; a virtual clock past 30 days; handshake wire capture. M-P10-4, -5, -6 and -7 have no catching test.
M-P10-4	P10	core/twinvpn-trust — revocation enforced at the peer	ADR-0007 §7.7 — a revoked device is excluded at the peer, not only at the control plane	Peer-relayed TrustEpochBundle not implemented	Variant (b) exceeds the 120 s bound	-	MISSING-UNIMPLEMENTED	three paired devices with an established connection before revocation; a partitionable control plane; a peer-to-peer propagation path with A cut off but reachable by B; a virtual clock past 30 days; handshake wire capture. M-P10-4, -5, -6 and -7 have no catching test.
M-P10-5	P10	core/twinvpn-trust — revocation enforced at the peer	ADR-0007 §7.7 — a revoked device is excluded at the peer, not only at the control plane	Revocation tears down established Sessions	Variant (e) violates I5	-	MISSING-UNIMPLEMENTED	three paired devices with an established connection before revocation; a partitionable control plane; a peer-to-peer propagation path with A cut off but reachable by B; a virtual clock past 30 days; handshake wire capture. M-P10-4, -5, -6 and -7 have no catching test.
M-P10-6	P10	core/twinvpn-trust — revocation enforced at the peer	ADR-0007 §7.7 — a revoked device is excluded at the peer, not only at the control plane	A build that does not suspend grants at T_TRUST_HARD - trust state expires and exit egress still works	Variant (c): caught by the absence of the grant-refusal codes; without it the consequence bound is prose	-	MISSING-UNIMPLEMENTED	three paired devices with an established connection before revocation; a partitionable control plane; a peer-to-peer propagation path with A cut off but reachable by B; a virtual clock past 30 days; handshake wire capture. M-P10-4, -5, -6 and -7 have no catching test.
M-P10-7	P10	core/twinvpn-trust — revocation enforced at the peer	ADR-0007 §7.7 — a revoked device is excluded at the peer, not only at the control plane	A build that suspends grants on the PolicyBundle's not_after_ms only, ignoring T_TRUST_HARD	With not_after_ms 90 d and T_TRUST_HARD 30 d the grants must still suspend at 30 d - the effective time is min(bundle not_after_ms, T_TRUST_HARD) (ADR-0009 §11.4)	-	MISSING-UNIMPLEMENTED	three paired devices with an established connection before revocation; a partitionable control plane; a peer-to-peer propagation path with A cut off but reachable by B; a virtual clock past 30 days; handshake wire capture. M-P10-4, -5, -6 and -7 have no catching test.
M-P11-1	P11	core/twinvpn-crypto — handshake, transcript and capability negotiation	ADR-0014 §7.1 (T1-T5) + §7.2 — an on-path rewrite of the negotiation fails closed at the named layer	Negotiation binds only the *selected* set, not the full advertisement (alternative VB-3)	T2 and T3 succeed at the reduced set — the downgrade goes undetected. This is the single most important mutant in P11, because VB-3 passes T1, T4 and T5 and is therefore indistinguishable from the correct design under any test that omits T2/T3	-	MISSING-UNIMPLEMENTED	an on-path rewriter in a transit namespace between two real agents; wire confirmation that each mutation reached the peer before the assertion is evaluated (V3); both directions, both families, 20 runs. M-P11-1 - "the single most important mutant in P11" - is asserted only structurally: no test rewrites both maxima and shows the handshake fail. PROTO.NEGOTIATION_TAMPERED is registered and asserted by nothing.
M-P11-2	P11	core/twinvpn-crypto — handshake, transcript and capability negotiation	ADR-0014 §7.1 (T1-T5) + §7.2 — an on-path rewrite of the negotiation fails closed at the named layer	Transcript hash computed but not compared	No PROTO.TRANSCRIPT_MISMATCH; handshake completes	-	MISSING-UNIMPLEMENTED	an on-path rewriter in a transit namespace between two real agents; wire confirmation that each mutation reached the peer before the assertion is evaluated (V3); both directions, both families, 20 runs. M-P11-1 - "the single most important mutant in P11" - is asserted only structurally: no test rewrites both maxima and shows the handshake fail. PROTO.NEGOTIATION_TAMPERED is registered and asserted by nothing.
M-P11-3	P11	core/twinvpn-crypto — handshake, transcript and capability negotiation	ADR-0014 §7.1 (T1-T5) + §7.2 — an on-path rewrite of the negotiation fails closed at the named layer	S-37 floor writable downward by a peer's offer	Variant (d) succeeds and permanently lowers the floor	-	MISSING-UNIMPLEMENTED	an on-path rewriter in a transit namespace between two real agents; wire confirmation that each mutation reached the peer before the assertion is evaluated (V3); both directions, both families, 20 runs. M-P11-1 - "the single most important mutant in P11" - is asserted only structurally: no test rewrites both maxima and shows the handshake fail. PROTO.NEGOTIATION_TAMPERED is registered and asserted by nothing.
M-P11-4	P11	core/twinvpn-crypto — handshake, transcript and capability negotiation	ADR-0014 §7.1 (T1-T5) + §7.2 — an on-path rewrite of the negotiation fails closed at the named layer	Transcript mismatch classified as TRANSIENT and retried	The attack becomes a retry storm rather than a refusal; terminal assertion fails	-	MISSING-UNIMPLEMENTED	an on-path rewriter in a transit namespace between two real agents; wire confirmation that each mutation reached the peer before the assertion is evaluated (V3); both directions, both families, 20 runs. M-P11-1 - "the single most important mutant in P11" - is asserted only structurally: no test rewrites both maxima and shows the handshake fail. PROTO.NEGOTIATION_TAMPERED is registered and asserted by nothing.
M-P11-5	P11	core/twinvpn-crypto — handshake, transcript and capability negotiation	ADR-0014 §7.1 (T1-T5) + §7.2 — an on-path rewrite of the negotiation fails closed at the named layer	NegotiationConfirm accepted without comparison	T2/T3 still fail at the prologue layer, but the §7.2 layer-3 assertion fails — catching selection-function divergence that the wire layers cannot see	-	MISSING-UNIMPLEMENTED	an on-path rewriter in a transit namespace between two real agents; wire confirmation that each mutation reached the peer before the assertion is evaluated (V3); both directions, both families, 20 runs. M-P11-1 - "the single most important mutant in P11" - is asserted only structurally: no test rewrites both maxima and shows the handshake fail. PROTO.NEGOTIATION_TAMPERED is registered and asserted by nothing.
M-P12-1	P12	core/twinvpn-schema + the (absent) updater — version-relationship refusal	testing-strategy §4 (ADR-0014 N-30/N-31) — an unsupported version relationship is refused with a typed code and no resource growth	Refusal leaves the socket half-open	Resource baselines climb across the 100 attempts	-	MISSING-UNIMPLEMENTED	real binaries at two versions; a real updater and installer for variant (d); fd/RSS/conntrack sampling in a namespace across 100 attempts; a virtual clock for the 6h retry floor. There is no updater crate in the workspace.
M-P12-2	P12	core/twinvpn-schema + the (absent) updater — version-relationship refusal	testing-strategy §4 (ADR-0014 N-30/N-31) — an unsupported version relationship is refused with a typed code and no resource growth	Retry with ordinary backoff instead of the 6 h floor	Retry storm observed in the idle window	-	MISSING-UNIMPLEMENTED	real binaries at two versions; a real updater and installer for variant (d); fd/RSS/conntrack sampling in a namespace across 100 attempts; a virtual clock for the 6h retry floor. There is no updater crate in the workspace.
M-P12-3	P12	core/twinvpn-schema + the (absent) updater — version-relationship refusal	testing-strategy §4 (ADR-0014 N-30/N-31) — an unsupported version relationship is refused with a typed code and no resource growth	Bare numeric/errno surfaced instead of the typed code	Registry-keyed oracle fails; R-22 unmet	-	MISSING-UNIMPLEMENTED	real binaries at two versions; a real updater and installer for variant (d); fd/RSS/conntrack sampling in a namespace across 100 attempts; a virtual clock for the 6h retry floor. There is no updater crate in the workspace.
M-P12-4	P12	core/twinvpn-schema + the (absent) updater — version-relationship refusal	testing-strategy §4 (ADR-0014 N-30/N-31) — an unsupported version relationship is refused with a typed code and no resource growth	Rollback refused *after* the old binary runs	Variant (d) leaves a running binary that cannot connect and may read state it does not understand	-	MISSING-UNIMPLEMENTED	real binaries at two versions; a real updater and installer for variant (d); fd/RSS/conntrack sampling in a namespace across 100 attempts; a virtual clock for the 6h retry floor. There is no updater crate in the workspace.
M-P12-5	P12	core/twinvpn-schema + the (absent) updater — version-relationship refusal	testing-strategy §4 (ADR-0014 N-30/N-31) — an unsupported version relationship is refused with a typed code and no resource growth	Kill switch not engaged on version failure	Variant (e) leaves the derived aggregate at FAILED with traffic unprotected instead of raising it to BLOCKED	-	MISSING-UNIMPLEMENTED	real binaries at two versions; a real updater and installer for variant (d); fd/RSS/conntrack sampling in a namespace across 100 attempts; a virtual clock for the 6h retry floor. There is no updater crate in the workspace.
M-P13-1	P13	core/twinvpn-schema + tests/fuzz — the twelve-family parser inventory	ADR-0003 §11.7 — every parser family rejects hostile input with a typed outcome and no unclassified decode	Length prefix trusted for pre-allocation	OOM under the hostile/ corpus; allocator assertion fires	-	MISSING-UNIMPLEMENTED	ASan/UBSan/MSan builds; a continuous fuzz fleet with the §2.0 8 CPU-h budget; allocator instrumentation for the length-proportionality clause; live-component replay. Roughly 7 of the closed 12-entry parser inventory have coverage; families 2, 9, 10, 11 and 12 have no target.
M-P13-2	P13	core/twinvpn-schema + tests/fuzz — the twelve-family parser inventory	ADR-0003 §11.7 — every parser family rejects hostile input with a typed outcome and no unclassified decode	Signature verified over a re-encoded structure rather than received octets	A canonicalization variant is accepted	-	MISSING-UNIMPLEMENTED	ASan/UBSan/MSan builds; a continuous fuzz fleet with the §2.0 8 CPU-h budget; allocator instrumentation for the length-proportionality clause; live-component replay. Roughly 7 of the closed 12-entry parser inventory have coverage; families 2, 9, 10, 11 and 12 have no target.
M-P13-3	P13	core/twinvpn-schema + tests/fuzz — the twelve-family parser inventory	ADR-0003 §11.7 — every parser family rejects hostile input with a typed outcome and no unclassified decode	crit header ignored	An unrecognized critical field is accepted	-	MISSING-UNIMPLEMENTED	ASan/UBSan/MSan builds; a continuous fuzz fleet with the §2.0 8 CPU-h budget; allocator instrumentation for the length-proportionality clause; live-component replay. Roughly 7 of the closed 12-entry parser inventory have coverage; families 2, 9, 10, 11 and 12 have no target.
M-P13-4	P13	core/twinvpn-schema + tests/fuzz — the twelve-family parser inventory	ADR-0003 §11.7 — every parser family rejects hostile input with a typed outcome and no unclassified decode	Untyped rejection path (bare error) added to one parser	"Zero unclassified decode outcomes" fails	-	MISSING-UNIMPLEMENTED	ASan/UBSan/MSan builds; a continuous fuzz fleet with the §2.0 8 CPU-h budget; allocator instrumentation for the length-proportionality clause; live-component replay. Roughly 7 of the closed 12-entry parser inventory have coverage; families 2, 9, 10, 11 and 12 have no target.
M-P13-5	P13	core/twinvpn-schema + tests/fuzz — the twelve-family parser inventory	ADR-0003 §11.7 — every parser family rejects hostile input with a typed outcome and no unclassified decode	Partial application of a rejected control message	State changes after a rejection	-	MISSING-UNIMPLEMENTED	ASan/UBSan/MSan builds; a continuous fuzz fleet with the §2.0 8 CPU-h budget; allocator instrumentation for the length-proportionality clause; live-component replay. Roughly 7 of the closed 12-entry parser inventory have coverage; families 2, 9, 10, 11 and 12 have no target.
M-P14-1	P14	services/relay — the relay cannot decrypt	ADR-0005 §7.1 — no relay-held key material decrypts a single frame	RLK derived without domain separation from L-DATA	A key in the dump becomes an L-DATA input; step 5's inventory assertion fails and decryption succeeds	-	MISSING-UNIMPLEMENTED	root in a relay namespace with full core dumps; a memory scanner over the relay address space; a modified hoarding relay binary; two colluding relay instances; a marked high-entropy corpus. The three-element key inventory is asserted structurally; the executed enumeration over dumped key material, and every variant, is not.
M-P14-2	P14	services/relay — the relay cannot decrypt	ADR-0005 §7.1 — no relay-held key material decrypts a single frame	Relay terminates and re-originates the tunnel ("optimizing" relay)	Frames decrypt under K_leg; I1 violated	-	MISSING-UNIMPLEMENTED	root in a relay namespace with full core dumps; a memory scanner over the relay address space; a modified hoarding relay binary; two colluding relay instances; a marked high-entropy corpus. The three-element key inventory is asserted structurally; the executed enumeration over dumped key material, and every variant, is not.
M-P14-3	P14	services/relay — the relay cannot decrypt	ADR-0005 §7.1 — no relay-held key material decrypts a single frame	TwinNetPSK distributed to relays "for admission control"	Frames decrypt	-	MISSING-UNIMPLEMENTED	root in a relay namespace with full core dumps; a memory scanner over the relay address space; a modified hoarding relay binary; two colluding relay instances; a marked high-entropy corpus. The three-element key inventory is asserted structurally; the executed enumeration over dumped key material, and every variant, is not.
M-P14-4	P14	services/relay — the relay cannot decrypt	ADR-0005 §7.1 — no relay-held key material decrypts a single frame	pair_tag computed reversibly (peer ids concatenated rather than HKDF'd)	Inversion succeeds; TM-28 bound breached	-	MISSING-UNIMPLEMENTED	root in a relay namespace with full core dumps; a memory scanner over the relay address space; a modified hoarding relay binary; two colluding relay instances; a marked high-entropy corpus. The three-element key inventory is asserted structurally; the executed enumeration over dumped key material, and every variant, is not.
M-P15-1	P15	core workspace crate graph + core/twinvpn-cp-client — control-plane independence	ADR-0002 §11.8 — an established tunnel needs no control-plane call, and no data-plane crate links the control-plane client	Rekey fetches a fresh policy snapshot	Dependency assertion fires; sessions fail at first rekey under blackhole	-	MISSING-UNIMPLEMENTED	a real blackholed cp/rz/presence/rs deployment; a virtual clock over 4h and past 24h; a 16-peer gateway rig; instrumented zero-outbound-call counters. ADR-0002 states the static check COMPLEMENTS and does not replace the blackhole test, so I5 stays undischarged with only the T1 half green (blocker B-19's own wording).
M-P15-2	P15	core workspace crate graph + core/twinvpn-cp-client — control-plane independence	ADR-0002 §11.8 — an established tunnel needs no control-plane call, and no data-plane crate links the control-plane client	Relay failover consults the relay-selection service	Clause (c) fails	-	MISSING-UNIMPLEMENTED	a real blackholed cp/rz/presence/rs deployment; a virtual clock over 4h and past 24h; a 16-peer gateway rig; instrumented zero-outbound-call counters. ADR-0002 states the static check COMPLEMENTS and does not replace the blackhole test, so I5 stays undischarged with only the T1 half green (blocker B-19's own wording).
M-P15-3	P15	core workspace crate graph + core/twinvpn-cp-client — control-plane independence	ADR-0002 §11.8 — an established tunnel needs no control-plane call, and no data-plane crate links the control-plane client	Reconnect after process restart requires a control-plane call	Clause (d) fails	-	MISSING-UNIMPLEMENTED	a real blackholed cp/rz/presence/rs deployment; a virtual clock over 4h and past 24h; a 16-peer gateway rig; instrumented zero-outbound-call counters. ADR-0002 states the static check COMPLEMENTS and does not replace the blackhole test, so I5 stays undischarged with only the T1 half green (blocker B-19's own wording).
M-P15-4	P15	core workspace crate graph + core/twinvpn-cp-client — control-plane independence	ADR-0002 §11.8 — an established tunnel needs no control-plane call, and no data-plane crate links the control-plane client	TTL expiry tears down Sessions	Clause (a) fails at the 24 h band (§11.4, RQ-7)	-	MISSING-UNIMPLEMENTED	a real blackholed cp/rz/presence/rs deployment; a virtual clock over 4h and past 24h; a 16-peer gateway rig; instrumented zero-outbound-call counters. ADR-0002 states the static check COMPLEMENTS and does not replace the blackhole test, so I5 stays undischarged with only the T1 half green (blocker B-19's own wording).
M-P15-5	P15	core workspace crate graph + core/twinvpn-cp-client — control-plane independence	ADR-0002 §11.8 — an established tunnel needs no control-plane call, and no data-plane crate links the control-plane client	A policy *grant* survives expiry (fail-open on the authorization axis)	The asymmetry assertion fails	-	MISSING-UNIMPLEMENTED	a real blackholed cp/rz/presence/rs deployment; a virtual clock over 4h and past 24h; a 16-peer gateway rig; instrumented zero-outbound-call counters. ADR-0002 states the static check COMPLEMENTS and does not replace the blackhole test, so I5 stays undischarged with only the T1 half green (blocker B-19's own wording).
M-P15-6	P15	core workspace crate graph + core/twinvpn-cp-client — control-plane independence	ADR-0002 §11.8 — an established tunnel needs no control-plane call, and no data-plane crate links the control-plane client	CONTROL.UNREACHABLE surfaced as a terminal connection error	Clause (e) fails; the user is told the tunnel is broken when it is not	-	MISSING-UNIMPLEMENTED	a real blackholed cp/rz/presence/rs deployment; a virtual clock over 4h and past 24h; a 16-peer gateway rig; instrumented zero-outbound-call counters. ADR-0002 states the static check COMPLEMENTS and does not replace the blackhole test, so I5 stays undischarged with only the T1 half green (blocker B-19's own wording).
M-P15-7	P15	core workspace crate graph + core/twinvpn-cp-client — control-plane independence	ADR-0002 §11.8 — an established tunnel needs no control-plane call, and no data-plane crate links the control-plane client	A data-plane module links the control-plane client library (without yet calling it)	The T1 dependency-graph assertion fails at build time, before any runtime test runs — this mutant exists to prove the static check is live, since a passing blackhole test would not catch it	core::cargo run -q -p xtask -- lint	IMPLEMENTED	-
M-P15-8	P15	core workspace crate graph + core/twinvpn-cp-client — control-plane independence	ADR-0002 §11.8 — an established tunnel needs no control-plane call, and no data-plane crate links the control-plane client	Relay token renewal reintroduced as a control-plane call (the withdrawn 30-hour cliff)	The past-24 h variant loses every relayed pair at the cliff; A-13's strengthened half fails	-	MISSING-UNIMPLEMENTED	a real blackholed cp/rz/presence/rs deployment; a virtual clock over 4h and past 24h; a 16-peer gateway rig; instrumented zero-outbound-call counters. ADR-0002 states the static check COMPLEMENTS and does not replace the blackhole test, so I5 stays undischarged with only the T1 half green (blocker B-19's own wording).
M-P16-1	P16	shells/linux twinvpnd — client process and privilege separation	ADR-0016 §11.13 — enforcement survives the death of every unprivileged process and the privilege boundary holds	The authority exits when its last management client disconnects	A: the tunnel drops and, on platforms where the rule set is process-installed, the digest check has nothing to compare	-	MISSING-UNIMPLEMENTED	a second unprivileged OS principal and user logout; root-capable namespaces for tun/nftables/WFP writes; ptrace and LD_PRELOAD injection targets; a real supervisor with burst limits; a real installer and uninstaller; a reboot-capable VM; a monolithic positive-control build. Procedures B, C and D are not asserted at all.
M-P16-2	P16	shells/linux twinvpnd — client process and privilege separation	ADR-0016 §11.13 — enforcement survives the death of every unprivileged process and the privilege boundary holds	The management interface checks authorization at connect time only, not per action	B step 4 succeeds	-	MISSING-UNIMPLEMENTED	a second unprivileged OS principal and user logout; root-capable namespaces for tun/nftables/WFP writes; ptrace and LD_PRELOAD injection targets; a real supervisor with burst limits; a real installer and uninstaller; a reboot-capable VM; a monolithic positive-control build. Procedures B, C and D are not asserted at all.
M-P16-3	P16	shells/linux twinvpnd — client process and privilege separation	ADR-0016 §11.13 — enforcement survives the death of every unprivileged process and the privilege boundary holds	The tun descriptor is passed to the UI over SCM_RIGHTS/DuplicateHandle (PS-5 removed)	B step 1 succeeds	-	MISSING-UNIMPLEMENTED	a second unprivileged OS principal and user logout; root-capable namespaces for tun/nftables/WFP writes; ptrace and LD_PRELOAD injection targets; a real supervisor with burst limits; a real installer and uninstaller; a reboot-capable VM; a monolithic positive-control build. Procedures B, C and D are not asserted at all.
M-P16-4	P16	shells/linux twinvpnd — client process and privilege separation	ADR-0016 §11.13 — enforcement survives the death of every unprivileged process and the privilege boundary holds	Supervisor configured Restart=always with no burst limit	C never quarantines; the reboot boot-time budget is exceeded	-	MISSING-UNIMPLEMENTED	a second unprivileged OS principal and user logout; root-capable namespaces for tun/nftables/WFP writes; ptrace and LD_PRELOAD injection targets; a real supervisor with burst limits; a real installer and uninstaller; a reboot-capable VM; a monolithic positive-control build. Procedures B, C and D are not asserted at all.
M-P16-5	P16	shells/linux twinvpnd — client process and privilege separation	ADR-0016 §11.13 — enforcement survives the death of every unprivileged process and the privilege boundary holds	Uninstaller removes the rule set and the interface before restoring the resolver (PS-21 steps reordered)	D's interrupted variant leaves a host that is unprotected and cannot resolve — the exact R-27 defect	-	MISSING-UNIMPLEMENTED	a second unprivileged OS principal and user logout; root-capable namespaces for tun/nftables/WFP writes; ptrace and LD_PRELOAD injection targets; a real supervisor with burst limits; a real installer and uninstaller; a reboot-capable VM; a monolithic positive-control build. Procedures B, C and D are not asserted at all.
M-P16-6	P16	shells/linux twinvpnd — client process and privilege separation	ADR-0016 §11.13 — enforcement survives the death of every unprivileged process and the privilege boundary holds	The relay/rendezvous sockets are moved to an unprivileged helper (alternative C)	B step 6 succeeds, demonstrating that KS-10's argument is topology-dependent	-	MISSING-UNIMPLEMENTED	a second unprivileged OS principal and user logout; root-capable namespaces for tun/nftables/WFP writes; ptrace and LD_PRELOAD injection targets; a real supervisor with burst limits; a real installer and uninstaller; a reboot-capable VM; a monolithic positive-control build. Procedures B, C and D are not asserted at all.
M-P17-1	P17	core/twinvpn-mgmt + shells/linux twinvpnd/twinvpnctl — the local management interface	ADR-0017 §11.17 — R-21 parity: no control operation exists outside the MI catalogue, and scopes are enforced per request	One GUI-only IPC message bypassing the catalogue	Clause A: GUI_ops ⊄ CLI_ops	-	MISSING-UNIMPLEMENTED	built GUI surfaces on six platforms and their rendered accessibility trees; a marked traffic generator with wire capture; direct OS firewall readback for ruleset_digest; real host suspend and resume; a running agent to SIGSTOP; the N-2/N+1 skew matrix against real agents. The CLI_ops = catalogue_ops half is fully asserted; the GUI_ops half has no harness.
M-P17-2	P17	core/twinvpn-mgmt + shells/linux twinvpnd/twinvpnctl — the local management interface	ADR-0017 §11.17 — R-21 parity: no control operation exists outside the MI catalogue, and scopes are enforced per request	One CLI subcommand removed, catalogue entry retained	Clause A: CLI_ops ≠ catalogue_ops	-	MISSING-UNIMPLEMENTED	built GUI surfaces on six platforms and their rendered accessibility trees; a marked traffic generator with wire capture; direct OS firewall readback for ruleset_digest; real host suspend and resume; a running agent to SIGSTOP; the N-2/N+1 skew matrix against real agents. The CLI_ops = catalogue_ops half is fully asserted; the GUI_ops half has no harness.
M-P17-3	P17	core/twinvpn-mgmt + shells/linux twinvpnd/twinvpnctl — the local management interface	ADR-0017 §11.17 — R-21 parity: no control operation exists outside the MI catalogue, and scopes are enforced per request	Event emission changed to a blocking write	Clause B (iii): datapath stalls; marked-packet loss exceeds baseline	-	MISSING-UNIMPLEMENTED	built GUI surfaces on six platforms and their rendered accessibility trees; a marked traffic generator with wire capture; direct OS firewall readback for ruleset_digest; real host suspend and resume; a running agent to SIGSTOP; the N-2/N+1 skew matrix against real agents. The CLI_ops = catalogue_ops half is fully asserted; the GUI_ops half has no harness.
M-P17-4	P17	core/twinvpn-mgmt + shells/linux twinvpnd/twinvpnctl — the local management interface	ADR-0017 §11.17 — R-21 parity: no control operation exists outside the MI catalogue, and scopes are enforced per request	A state transition gated on a client acknowledgement	Clause B (i): transitions stall under SIGSTOP	-	MISSING-UNIMPLEMENTED	built GUI surfaces on six platforms and their rendered accessibility trees; a marked traffic generator with wire capture; direct OS firewall readback for ruleset_digest; real host suspend and resume; a running agent to SIGSTOP; the N-2/N+1 skew matrix against real agents. The CLI_ops = catalogue_ops half is fully asserted; the GUI_ops half has no harness.
M-P17-5	P17	core/twinvpn-mgmt + shells/linux twinvpnd/twinvpnctl — the local management interface	ADR-0017 §11.17 — R-21 parity: no control operation exists outside the MI catalogue, and scopes are enforced per request	mgmt.disarm grantable at attach	Clause C: ruleset_digest changes without an OS credential	-	MISSING-UNIMPLEMENTED	built GUI surfaces on six platforms and their rendered accessibility trees; a marked traffic generator with wire capture; direct OS firewall readback for ruleset_digest; real host suspend and resume; a running agent to SIGSTOP; the N-2/N+1 skew matrix against real agents. The CLI_ops = catalogue_ops half is fully asserted; the GUI_ops half has no harness.
